frame,left_shoulder_x,left_shoulder_y,left_elbow_x,left_elbow_y,left_wrist_x,left_wrist_y
1.0,0.5004932284355164,0.2038879543542862,0.5215623378753662,0.3197163939476013,0.45312246680259705,0.32379037141799927
2.0,0.5014969110488892,0.21752603352069855,0.5238094925880432,0.33403435349464417,0.4541335999965668,0.34911173582077026
3.0,0.50235915184021,0.2278473675251007,0.5314655900001526,0.3400290906429291,0.4661402702331543,0.36891311407089233
4.0,0.5106172561645508,0.22445519268512726,0.552884042263031,0.32657739520072937,0.5029537081718445,0.36157986521720886
5.0,0.5161458253860474,0.22157858312129974,0.5614355206489563,0.3056395649909973,0.5153623223304749,0.36014291644096375
6.0,0.5205145478248596,0.21144366264343262,0.5727089643478394,0.29475438594818115,0.5258060097694397,0.3347029983997345
7.0,0.5253651738166809,0.20266464352607727,0.5805177688598633,0.2846246659755707,0.5324522852897644,0.32463470101356506
8.0,0.5290434956550598,0.19968447089195251,0.5849255919456482,0.2792644798755646,0.536919891834259,0.32338786125183105
9.0,0.538158118724823,0.20506367087364197,0.587951123714447,0.28112977743148804,0.5370592474937439,0.3370535373687744
10.0,0.5431594848632812,0.21974125504493713,0.58717280626297,0.3110049068927765,0.5352184176445007,0.3518904149532318
11.0,0.5428147912025452,0.22368212044239044,0.5828230381011963,0.32900282740592957,0.5252690315246582,0.3647739887237549
12.0,0.5445331931114197,0.22197285294532776,0.575774073600769,0.33316463232040405,0.5087158679962158,0.35904809832572937
13.0,0.5430840253829956,0.21522261202335358,0.5617892146110535,0.3294171690940857,0.4966644048690796,0.32621312141418457
14.0,0.5405455231666565,0.19315241277217865,0.5448406338691711,0.308174192905426,0.4917489290237427,0.28132301568984985
15.0,0.5395576357841492,0.18166734278202057,0.5428927540779114,0.2970488667488098,0.49102678894996643,0.2707812786102295
16.0,0.5389571785926819,0.18006066977977753,0.5436508655548096,0.28873729705810547,0.4906552731990814,0.27140012383461
17.0,0.5403479337692261,0.1838686615228653,0.547340452671051,0.29365432262420654,0.4924687147140503,0.2838335335254669
18.0,0.5424950122833252,0.18748557567596436,0.556629478931427,0.31186264753341675,0.49385395646095276,0.31052324175834656
19.0,0.5487472414970398,0.2005559206008911,0.5777512192726135,0.3208978772163391,0.5203131437301636,0.34098753333091736
20.0,0.5543067455291748,0.20115403831005096,0.5948365330696106,0.3159024119377136,0.5399818420410156,0.33648183941841125
21.0,0.5590387582778931,0.19811010360717773,0.6047532558441162,0.2986343502998352,0.5497073531150818,0.3360830247402191
22.0,0.5631426572799683,0.18956491351127625,0.6106910705566406,0.2840568721294403,0.5613566040992737,0.31966251134872437
23.0,0.566078245639801,0.18319839239120483,0.6172370314598083,0.2706506550312042,0.5687558054924011,0.3120567798614502
24.0,0.5696191191673279,0.18390226364135742,0.6212875247001648,0.2696453332901001,0.5733790993690491,0.31538090109825134
25.0,0.571388840675354,0.18440748751163483,0.6234130859375,0.2766006886959076,0.5732576847076416,0.3265422582626343
26.0,0.571868360042572,0.1989416927099228,0.6214765906333923,0.28868862986564636,0.5711575746536255,0.34321174025535583
27.0,0.5731567144393921,0.20563790202140808,0.6175317168235779,0.3081035912036896,0.5627862215042114,0.3587442636489868
28.0,0.5730920433998108,0.20665350556373596,0.6150370836257935,0.3200368583202362,0.5482981204986572,0.35317251086235046
29.0,0.5729783177375793,0.1973593831062317,0.5928980708122253,0.3152565062046051,0.5262967348098755,0.3045414388179779
30.0,0.5727143883705139,0.18499377369880676,0.5862336754798889,0.3097262680530548,0.524804949760437,0.2834373414516449
31.0,0.5723921060562134,0.1746363788843155,0.5810827612876892,0.2920793890953064,0.5230597853660583,0.26873597502708435
32.0,0.5723302364349365,0.17288920283317566,0.5804023742675781,0.285923033952713,0.5237635970115662,0.26654309034347534
33.0,0.5741938352584839,0.1728912889957428,0.5840822458267212,0.2867962419986725,0.5258945822715759,0.2773767113685608
34.0,0.5790084600448608,0.19129249453544617,0.5952919721603394,0.31072837114334106,0.5273665189743042,0.3250768184661865
35.0,0.5829993486404419,0.2003137320280075,0.6102715134620667,0.32077041268348694,0.5397254824638367,0.34927743673324585
36.0,0.5893666744232178,0.19863064587116241,0.6216775178909302,0.31926649808883667,0.566420316696167,0.34434178471565247
37.0,0.5941531658172607,0.19385382533073425,0.6373277306556702,0.2968643009662628,0.5831121802330017,0.33670738339424133
38.0,0.5976307392120361,0.18289493024349213,0.6448758840560913,0.27436915040016174,0.5917589664459229,0.31523096561431885
39.0,0.6023162603378296,0.17313581705093384,0.6524744033813477,0.25184065103530884,0.6032485365867615,0.301211953163147
40.0,0.6029120683670044,0.172971710562706,0.6508530378341675,0.25434908270835876,0.6029594540596008,0.30262747406959534
41.0,0.6024627685546875,0.17465975880622864,0.6500623822212219,0.26085755228996277,0.6030431389808655,0.3073100447654724
42.0,0.6020963788032532,0.18622812628746033,0.648707926273346,0.27119308710098267,0.5968171954154968,0.32592201232910156
43.0,0.6013826727867126,0.20278239250183105,0.6439164280891418,0.3035106658935547,0.5910781025886536,0.34732162952423096
44.0,0.6001721024513245,0.20619547367095947,0.6176963448524475,0.32081887125968933,0.5516231060028076,0.3399505913257599
45.0,0.5951265096664429,0.20380957424640656,0.6013870239257812,0.31401878595352173,0.5384167432785034,0.31775230169296265
46.0,0.5888469815254211,0.19361662864685059,0.5927073955535889,0.3090531527996063,0.5310381650924683,0.2936376929283142
47.0,0.5809177756309509,0.18297366797924042,0.5859004855155945,0.3073189854621887,0.5306583046913147,0.2788941562175751
48.0,0.5767115950584412,0.17659719288349152,0.5824178457260132,0.3008475601673126,0.5279459357261658,0.27257218956947327
49.0,0.575238049030304,0.17994742095470428,0.587172269821167,0.3042876124382019,0.5266111493110657,0.27298974990844727
50.0,0.5770372748374939,0.19207124412059784,0.5925466418266296,0.31276053190231323,0.529058039188385,0.32203274965286255
51.0,0.5769866108894348,0.19890019297599792,0.5970916152000427,0.31598958373069763,0.5340307354927063,0.3479083180427551
52.0,0.5770909786224365,0.20101559162139893,0.610872209072113,0.3135901987552643,0.5457597970962524,0.35355144739151
53.0,0.5773906111717224,0.20071670413017273,0.6219377517700195,0.3015492260456085,0.5671985149383545,0.344550758600235
54.0,0.5799925923347473,0.1794283241033554,0.6334874033927917,0.26107725501060486,0.5832302570343018,0.31440848112106323
55.0,0.5802180767059326,0.1650620847940445,0.638429582118988,0.24673131108283997,0.5864905714988708,0.298716276884079
56.0,0.5803928375244141,0.1587703824043274,0.6385517716407776,0.24298237264156342,0.586764395236969,0.2983377277851105
57.0,0.5803369879722595,0.1594855934381485,0.6369245648384094,0.24482718110084534,0.5871265530586243,0.30223220586776733
58.0,0.5799716711044312,0.16397114098072052,0.6338379383087158,0.2533416152000427,0.5820891261100769,0.30639106035232544
59.0,0.5765590667724609,0.1736028790473938,0.6162424683570862,0.2812976837158203,0.5456936955451965,0.33496227860450745
60.0,0.5729562640190125,0.17473101615905762,0.6003142595291138,0.2884773015975952,0.530047595500946,0.33092328906059265
61.0,0.5671862363815308,0.17115743458271027,0.5830717086791992,0.28854477405548096,0.5166234374046326,0.30996039509773254
62.0,0.5623694062232971,0.16273532807826996,0.571458637714386,0.28513792157173157,0.5068852305412292,0.27896371483802795
63.0,0.5570923686027527,0.15539589524269104,0.5634840130805969,0.27967411279678345,0.5017340183258057,0.2540660798549652
64.0,0.5482380390167236,0.15156637132167816,0.5565065741539001,0.2776508331298828,0.4968865215778351,0.24798397719860077
65.0,0.5461103916168213,0.1546783298254013,0.5576151609420776,0.27996063232421875,0.49438971281051636,0.26403236389160156
66.0,0.5429078340530396,0.15966947376728058,0.5601845979690552,0.2897202968597412,0.4986605942249298,0.2956550717353821
67.0,0.5454786419868469,0.18037109076976776,0.5644353032112122,0.30250978469848633,0.4980505704879761,0.3336314558982849
68.0,0.5472127795219421,0.18846315145492554,0.5672253370285034,0.3054893910884857,0.5040240287780762,0.3512061834335327
69.0,0.5491434335708618,0.18479754030704498,0.5928930044174194,0.29439252614974976,0.5345808863639832,0.3351629376411438
70.0,0.5493888854980469,0.18044455349445343,0.6054299473762512,0.27275925874710083,0.5506823062896729,0.3273652195930481
71.0,0.5498803853988647,0.1707644760608673,0.6113399863243103,0.26298287510871887,0.5551060438156128,0.3139989674091339
72.0,0.5505271553993225,0.16607694327831268,0.6140369772911072,0.2562594711780548,0.557880699634552,0.3038419485092163
73.0,0.5511682629585266,0.16637775301933289,0.6133146286010742,0.2549675405025482,0.5566751956939697,0.30410805344581604
74.0,0.5513213872909546,0.18874529004096985,0.6081792116165161,0.275764524936676,0.5511154532432556,0.32599613070487976
75.0,0.550235390663147,0.20169706642627716,0.5952459573745728,0.3071169853210449,0.5263505578041077,0.3533175587654114
76.0,0.5484520196914673,0.2041327953338623,0.5807580351829529,0.31913554668426514,0.5087210536003113,0.35963040590286255
77.0,0.5455445051193237,0.20012643933296204,0.5604454874992371,0.31792572140693665,0.4915960729122162,0.35033464431762695
78.0,0.5414704084396362,0.1976691335439682,0.5523748993873596,0.31573987007141113,0.48284822702407837,0.3247873783111572
79.0,0.5318772792816162,0.18506543338298798,0.5350703597068787,0.3133966624736786,0.47848159074783325,0.2842440605163574
80.0,0.52665776014328,0.17950484156608582,0.5330086350440979,0.3117091953754425,0.47872602939605713,0.2765580415725708
81.0,0.5200814008712769,0.13393115997314453,0.5084455013275146,0.2847796082496643,0.4655126631259918,0.24430273473262787
82.0,0.5178090929985046,0.1319408118724823,0.505477249622345,0.27514883875846863,0.46299734711647034,0.23572362959384918
83.0,0.5203893780708313,0.13431136310100555,0.5126649737358093,0.27816450595855713,0.4652770459651947,0.25188490748405457
84.0,0.5298550724983215,0.1374921351671219,0.5214536786079407,0.3050384819507599,0.4604454040527344,0.31264638900756836
85.0,0.5400676727294922,0.14355607330799103,0.5441365838050842,0.30739283561706543,0.46101900935173035,0.32471269369125366
86.0,0.5456827878952026,0.14855338633060455,0.5654129385948181,0.30454450845718384,0.48397767543792725,0.3233994245529175
87.0,0.5527941584587097,0.14801709353923798,0.5900563597679138,0.28239813446998596,0.5059835910797119,0.3219050168991089
88.0,0.556398332118988,0.14056015014648438,0.6009827852249146,0.2638806998729706,0.5241396427154541,0.3072715401649475
89.0,0.5581810474395752,0.12673233449459076,0.6065494418144226,0.24813774228096008,0.5370671153068542,0.29439112544059753
90.0,0.5622068047523499,0.1255524754524231,0.614277184009552,0.24357859790325165,0.545514702796936,0.28706052899360657
91.0,0.563987672328949,0.130718395113945,0.6127550601959229,0.2518047094345093,0.5452653765678406,0.29402226209640503
92.0,0.5644452571868896,0.1433115303516388,0.6081932783126831,0.2660852074623108,0.5338309407234192,0.3151420056819916
93.0,0.56486976146698,0.16471470892429352,0.6020230054855347,0.300970196723938,0.5309040546417236,0.3432331085205078
