frame,left_ear_x,left_ear_y,left_shoulder_x,left_shoulder_y,left_hip_x,left_hip_y
1.0,0.479216605424881,0.13601374626159668,0.5004932284355164,0.2038879543542862,0.5063730478286743,0.43572187423706055
2.0,0.47916263341903687,0.14357557892799377,0.5014969110488892,0.21752603352069855,0.5056172013282776,0.45089277625083923
3.0,0.4791933000087738,0.14974533021450043,0.50235915184021,0.2278473675251007,0.5044506192207336,0.4600084722042084
4.0,0.48188021779060364,0.14946433901786804,0.5106172561645508,0.22445519268512726,0.5055896043777466,0.45725640654563904
5.0,0.48456138372421265,0.13710884749889374,0.5161458253860474,0.22157858312129974,0.5126036405563354,0.44614359736442566
6.0,0.48918989300727844,0.12398311495780945,0.5205145478248596,0.21144366264343262,0.5179225206375122,0.428928941488266
7.0,0.4916456341743469,0.11788429319858551,0.5253651738166809,0.20266464352607727,0.5206536650657654,0.41938114166259766
8.0,0.4961882531642914,0.1174444779753685,0.5290434956550598,0.19968447089195251,0.5229740738868713,0.41892990469932556
9.0,0.5037506222724915,0.1182723268866539,0.538158118724823,0.20506367087364197,0.5260194540023804,0.4220554232597351
10.0,0.5070698857307434,0.1306411325931549,0.5431594848632812,0.21974125504493713,0.5291972160339355,0.44225481152534485
11.0,0.5093086957931519,0.1343092918395996,0.5428147912025452,0.22368212044239044,0.5329689383506775,0.44939208030700684
12.0,0.5116224884986877,0.1344429850578308,0.5445331931114197,0.22197285294532776,0.5374652147293091,0.45076560974121094
13.0,0.5111413598060608,0.1302834451198578,0.5430840253829956,0.21522261202335358,0.5403321981430054,0.45018863677978516
14.0,0.513396143913269,0.11839272081851959,0.5405455231666565,0.19315241277217865,0.5419166684150696,0.4241391718387604
15.0,0.5145204067230225,0.11044809222221375,0.5395576357841492,0.18166734278202057,0.5424696207046509,0.41357502341270447
16.0,0.5150895118713379,0.10849164426326752,0.5389571785926819,0.18006066977977753,0.5428794622421265,0.4088430404663086
17.0,0.5164465308189392,0.11080757528543472,0.5403479337692261,0.1838686615228653,0.542421281337738,0.4127374589443207
18.0,0.5178406238555908,0.11179222166538239,0.5424950122833252,0.18748557567596436,0.5432838797569275,0.41967588663101196
19.0,0.5215346217155457,0.11902941763401031,0.5487472414970398,0.2005559206008911,0.5431925654411316,0.4290665090084076
20.0,0.5222753286361694,0.11919327825307846,0.5543067455291748,0.20115403831005096,0.545091986656189,0.42976635694503784
21.0,0.5227305889129639,0.11436157673597336,0.5590387582778931,0.19811010360717773,0.5508660674095154,0.42182281613349915
22.0,0.526282787322998,0.1039162129163742,0.5631426572799683,0.18956491351127625,0.5560712218284607,0.40988531708717346
23.0,0.527754545211792,0.09864198416471481,0.566078245639801,0.18319839239120483,0.557580828666687,0.4010288119316101
24.0,0.5299508571624756,0.10046680271625519,0.5696191191673279,0.18390226364135742,0.5590723156929016,0.4051651656627655
25.0,0.5351007580757141,0.1033189445734024,0.571388840675354,0.18440748751163483,0.5581881999969482,0.41322508454322815
26.0,0.5377644896507263,0.1164102628827095,0.571868360042572,0.1989416927099228,0.5604787468910217,0.43207207322120667
27.0,0.5411503911018372,0.12427118420600891,0.5731567144393921,0.20563790202140808,0.5638368725776672,0.43426451086997986
28.0,0.5429882407188416,0.12810185551643372,0.5730920433998108,0.20665350556373596,0.5693804621696472,0.43724918365478516
29.0,0.5437198281288147,0.12125919759273529,0.5729783177375793,0.1973593831062317,0.5755956768989563,0.4352082312107086
30.0,0.5459724068641663,0.11049065738916397,0.5727143883705139,0.18499377369880676,0.5760177373886108,0.4199847877025604
31.0,0.5480042099952698,0.10315893590450287,0.5723921060562134,0.1746363788843155,0.5763647556304932,0.4078257977962494
32.0,0.5490882992744446,0.10013429820537567,0.5723302364349365,0.17288920283317566,0.5777081251144409,0.4026529788970947
33.0,0.5510637164115906,0.09943560510873795,0.5741938352584839,0.1728912889957428,0.5798147916793823,0.40456923842430115
34.0,0.5563278198242188,0.10776802897453308,0.5790084600448608,0.19129249453544617,0.5816577672958374,0.4252743124961853
35.0,0.5584107041358948,0.11333927512168884,0.5829993486404419,0.2003137320280075,0.5817747116088867,0.436204731464386
36.0,0.5595816373825073,0.11352148652076721,0.5893666744232178,0.19863064587116241,0.5829984545707703,0.4332163631916046
37.0,0.5608288645744324,0.11027354747056961,0.5941531658172607,0.19385382533073425,0.5864610075950623,0.427738755941391
38.0,0.5635182857513428,0.10104449093341827,0.5976307392120361,0.18289493024349213,0.5925161242485046,0.41170763969421387
39.0,0.5656821131706238,0.09097717702388763,0.6023162603378296,0.17313581705093384,0.5945651531219482,0.3992757797241211
40.0,0.5652169585227966,0.09084626287221909,0.6029120683670044,0.172971710562706,0.5939152240753174,0.40198519825935364
41.0,0.5648574829101562,0.0931573137640953,0.6024627685546875,0.17465975880622864,0.5929774045944214,0.4026530981063843
42.0,0.5662215352058411,0.10132276266813278,0.6020963788032532,0.18622812628746033,0.5921966433525085,0.42023706436157227
43.0,0.5662001967430115,0.11707909405231476,0.6013826727867126,0.20278239250183105,0.593032956123352,0.44027429819107056
44.0,0.5653988122940063,0.1232479065656662,0.6001721024513245,0.20619547367095947,0.5947033762931824,0.444737046957016
45.0,0.5633724927902222,0.12041651457548141,0.5951265096664429,0.20380957424640656,0.5951988697052002,0.44036048650741577
46.0,0.5610746145248413,0.11865460127592087,0.5888469815254211,0.19361662864685059,0.5948112607002258,0.4286864697933197
47.0,0.5591266751289368,0.112883061170578,0.5809177756309509,0.18297366797924042,0.5910874009132385,0.4181208908557892
48.0,0.5575785040855408,0.10631907731294632,0.5767115950584412,0.17659719288349152,0.5877860188484192,0.4124008119106293
49.0,0.5546463131904602,0.10704315453767776,0.575238049030304,0.17994742095470428,0.5865598320960999,0.41312068700790405
50.0,0.5521135330200195,0.11186008900403976,0.5770372748374939,0.19207124412059784,0.5832559466362,0.4241248071193695
51.0,0.5511366724967957,0.11733191460371017,0.5769866108894348,0.19890019297599792,0.5790598392486572,0.4324805736541748
52.0,0.5505837202072144,0.11990972608327866,0.5770909786224365,0.20101559162139893,0.5772334337234497,0.4371815025806427
53.0,0.5501402616500854,0.11738859862089157,0.5773906111717224,0.20071670413017273,0.5785735249519348,0.4359872043132782
54.0,0.5490466952323914,0.0983525738120079,0.5799925923347473,0.1794283241033554,0.5793690085411072,0.40837058424949646
55.0,0.5484305024147034,0.08741481602191925,0.5802180767059326,0.1650620847940445,0.5775089263916016,0.3980506360530853
56.0,0.548045814037323,0.08313409239053726,0.5803928375244141,0.1587703824043274,0.5751211047172546,0.39247921109199524
57.0,0.547107994556427,0.08217913657426834,0.5803369879722595,0.1594855934381485,0.5744213461875916,0.3955225944519043
58.0,0.5465511679649353,0.08592712134122849,0.5799716711044312,0.16397114098072052,0.5704423189163208,0.39845991134643555
59.0,0.544235110282898,0.09140820801258087,0.5765590667724609,0.1736028790473938,0.5707046985626221,0.40885022282600403
60.0,0.5418500304222107,0.09385349601507187,0.5729562640190125,0.17473101615905762,0.5714570879936218,0.41327184438705444
61.0,0.5367453098297119,0.09413029998540878,0.5671862363815308,0.17115743458271027,0.5717207789421082,0.4148656129837036
62.0,0.5339305996894836,0.0887659564614296,0.5623694062232971,0.16273532807826996,0.5720083117485046,0.40588676929473877
63.0,0.5323792695999146,0.08137919753789902,0.5570923686027527,0.15539589524269104,0.5685344934463501,0.39417219161987305
64.0,0.5273463129997253,0.07942450046539307,0.5482380390167236,0.15156637132167816,0.561008095741272,0.391262412071228
65.0,0.5256615281105042,0.08137531578540802,0.5461103916168213,0.1546783298254013,0.5585877299308777,0.392972856760025
