frame,left_shoulder_x,left_shoulder_y,left_elbow_x,left_elbow_y,left_wrist_x,left_wrist_y
1.0,0.49411308765411377,0.30306482315063477,0.6332828402519226,0.3350420594215393,0.5432020425796509,0.3949611783027649
2.0,0.49618038535118103,0.30445772409439087,0.6332776546478271,0.3387663960456848,0.5413132309913635,0.3982146680355072
3.0,0.4987499713897705,0.3078197240829468,0.6326993107795715,0.34453925490379333,0.5377766489982605,0.4027612805366516
4.0,0.498947411775589,0.3103785514831543,0.6306038498878479,0.348314493894577,0.536682665348053,0.40678614377975464
5.0,0.4999391436576843,0.3135535418987274,0.6273161768913269,0.35475954413414,0.5333693027496338,0.4100574553012848
6.0,0.4998570382595062,0.3157862424850464,0.6237351298332214,0.35995304584503174,0.5316607356071472,0.41351255774497986
7.0,0.4998016655445099,0.31997284293174744,0.6189906001091003,0.3673538267612457,0.5219935774803162,0.41726645827293396
8.0,0.4996829032897949,0.3227221369743347,0.6146886348724365,0.3734069764614105,0.5085839033126831,0.4258995056152344
9.0,0.4976520538330078,0.3244550824165344,0.6063417196273804,0.3785605728626251,0.4984772503376007,0.4318305552005768
10.0,0.49732959270477295,0.32721179723739624,0.599639356136322,0.38474684953689575,0.490302711725235,0.4339011609554291
11.0,0.49731385707855225,0.3289583921432495,0.5923506021499634,0.39122945070266724,0.480917364358902,0.43605199456214905
12.0,0.49395450949668884,0.3294905126094818,0.5810195803642273,0.39621785283088684,0.469104140996933,0.4380760192871094
13.0,0.4929531514644623,0.3306443393230438,0.5728963613510132,0.4004858136177063,0.46161895990371704,0.4397636950016022
14.0,0.4929996132850647,0.3320922255516052,0.5685529708862305,0.4080232083797455,0.4530273973941803,0.4403707981109619
15.0,0.49233925342559814,0.33407706022262573,0.5663774013519287,0.41236573457717896,0.44936177134513855,0.44060173630714417
16.0,0.49095553159713745,0.3356062173843384,0.5608929395675659,0.41419267654418945,0.4436197578907013,0.44024595618247986
17.0,0.4910311698913574,0.3362700641155243,0.5553894639015198,0.41579756140708923,0.43833449482917786,0.4399436414241791
18.0,0.490331768989563,0.33640459179878235,0.5466880202293396,0.41492438316345215,0.436773419380188,0.43936672806739807
19.0,0.48769980669021606,0.33638232946395874,0.5388883948326111,0.41367340087890625,0.43410882353782654,0.43697547912597656
20.0,0.4848968982696533,0.336224764585495,0.5279910564422607,0.4121743142604828,0.42827653884887695,0.4316081404685974
21.0,0.48344019055366516,0.33486229181289673,0.5245537757873535,0.41240185499191284,0.42910394072532654,0.4267699718475342
22.0,0.4836878478527069,0.3323827385902405,0.5167420506477356,0.41133204102516174,0.42513272166252136,0.41911211609840393
23.0,0.4826287031173706,0.32933664321899414,0.5108851194381714,0.41128501296043396,0.4189586639404297,0.4119180738925934
24.0,0.4809349775314331,0.32610243558883667,0.505666196346283,0.4096415638923645,0.4176267385482788,0.40623992681503296
25.0,0.4791601896286011,0.3218824863433838,0.5041276216506958,0.4081934988498688,0.41672274470329285,0.4006323218345642
26.0,0.47830814123153687,0.3206138610839844,0.5004364252090454,0.40762001276016235,0.4149612486362457,0.39470893144607544
27.0,0.4775206744670868,0.31891441345214844,0.4972230792045593,0.40689191222190857,0.4167897403240204,0.3913280963897705
28.0,0.4768109619617462,0.3176399767398834,0.49232351779937744,0.40421685576438904,0.4176620543003082,0.3868023753166199
29.0,0.4764648973941803,0.31570297479629517,0.48970189690589905,0.39803364872932434,0.41805440187454224,0.38372012972831726
30.0,0.4761734902858734,0.3130123019218445,0.4873550534248352,0.3947254717350006,0.41841357946395874,0.3808833360671997
31.0,0.47605782747268677,0.3109598755836487,0.48563265800476074,0.39283236861228943,0.4188341796398163,0.3784467875957489
32.0,0.47514283657073975,0.3091488480567932,0.48401975631713867,0.38926243782043457,0.4205513000488281,0.37661293148994446
33.0,0.47465112805366516,0.3082332909107208,0.4820769727230072,0.38549062609672546,0.4237064719200134,0.3751372694969177
34.0,0.4733560383319855,0.30700698494911194,0.48351749777793884,0.38216260075569153,0.42663854360580444,0.3745928704738617
35.0,0.47181421518325806,0.3056996166706085,0.4833029508590698,0.3802497982978821,0.42788955569267273,0.3743431568145752
36.0,0.47054925560951233,0.3055810034275055,0.48114779591560364,0.380016565322876,0.4286368787288666,0.3740878701210022
37.0,0.4690799415111542,0.30477175116539,0.47966939210891724,0.3803423345088959,0.4298107624053955,0.37453776597976685
38.0,0.46866273880004883,0.3043496012687683,0.4802336096763611,0.3811113238334656,0.42979732155799866,0.37512844800949097
39.0,0.4685174226760864,0.3042186498641968,0.47967129945755005,0.381473571062088,0.4285855293273926,0.37578943371772766
40.0,0.46788427233695984,0.30387812852859497,0.48004791140556335,0.3803916573524475,0.42688819766044617,0.37603795528411865
41.0,0.4670597016811371,0.30315133929252625,0.4864106774330139,0.37918704748153687,0.42508137226104736,0.37684664130210876
42.0,0.46638521552085876,0.3026376962661743,0.4896923899650574,0.37786388397216797,0.42505183815956116,0.3809845745563507
43.0,0.4655725359916687,0.3013143539428711,0.4987158477306366,0.3735693693161011,0.42745789885520935,0.3855051100254059
44.0,0.4656590223312378,0.30109891295433044,0.5097082257270813,0.3745558261871338,0.4275413155555725,0.3911190629005432
45.0,0.46572768688201904,0.30126309394836426,0.5138123631477356,0.3748434782028198,0.42785516381263733,0.3965426981449127
46.0,0.4657692313194275,0.302291601896286,0.5173296332359314,0.3750147223472595,0.4281894266605377,0.4018992781639099
